"Razão Social (Registro ANS)";"Cobertura";"Porte";"Classificação no Mês";"Classificação no Mês Anterior";"ago/22";"jul/22";"jun/22";"mai/22";"abr/22";"mar/22";"fev/22";"jan/22";"dez/21";"nov/21";"out/21";"set/21";"Competência";"Data de atualização"
"ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA (412996)";"Odontológica";"Médio";"12";"11";"0,00";"0,00";"   0,48";"   0,49";"    0,50";"0,00";"   0,54";"   0,58";"   0,63";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"ORALPLAN PLANOS DE SAUDE ODONTOLÓGICOS - EIRELI (420972)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,53";"202208";"13/09/2022 15:15:14"
"ORION ODONTOLOGIA  LTDA (404772)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"ORION PLANOS E SERVIÇOS ODONTOLÓGICOS LTDA (416371)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"202208";"13/09/2022 15:15:14"
"ORTOVIDE CLÍNICA ORTODÔNTICA LTDA (416665)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"PARRA ODONTOLOGIA LTDA (415782)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME (417106)";"Odontológica";"Médio";"4";"2";"   0,36";"   0,72";"   1,08";"   0,73";"    0,37";"0,00";"0,00";"0,00";"   0,37";"   0,38";"   0,38";"   0,39";"202208";"13/09/2022 15:15:14"
"PLANO ODONTOLÓGICO DENTALVIDAS LTDA. (415936)";"Odontológica";"Médio";"12";"11";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,19";"   0,19";"   0,20";"0,00";"202208";"13/09/2022 15:15:14"
"PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA (415987)";"Odontológica";"Médio";"12";"11";"0,00";"0,00";"0,00";"0,00";"    1,51";"   1,52";"   1,53";"0,00";"   0,52";"   0,53";"   0,53";"0,00";"202208";"13/09/2022 15:15:14"
"PLANODENTE LTDA. (416517)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"PLENODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA. (403458)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"PREST ODONTO LTDA (384844)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"PREV  ASSISTÊNCIA ODONTOLÓGICA LTDA (335410)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A (374440)";"Odontológica";"Grande";"7";"14";"   0,19";"0,00";"   0,06";"   0,20";"    0,36";"   0,46";"   0,48";"   0,32";"   0,24";"   0,16";"   0,32";"   0,40";"202208";"13/09/2022 15:15:14"
"PREVINA ODONTOLOGIA LTDA (403636)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"PREVODOCTOR  ASSISTÊNCIA ODONTOLÓGICA LTDA. (412830)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA (416525)";"Odontológica";"Grande";"5";"5";"   0,28";"   0,28";"   0,28";"   0,20";"    0,20";"   0,29";"   0,32";"   0,47";"   0,46";"   0,55";"   0,47";"   0,39";"202208";"13/09/2022 15:15:14"
"PROPULSÃO PLANOS ODONTOLÓGICOS LTDA (421383)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"PROVER ODONTOLOGIA LTDA (422533)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"PRUDENT PLANOS ODONTOLOGICOS S/S LTDA (416151)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA ME (417131)";"Odontológica";"Médio";"5";"11";"   0,31";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"RIBERDENTE SERVIÇOS ODONTOLÓGICOS S/S LTDA (417149)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"RODRIGUES LEIRA ODONTOLOGIA LTDA. (415243)";"Odontológica";"Médio";"12";"11";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"ROPE ODONTOLOGIA ESPECIALIZADA S/S LTDA. (415821)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA (414654)";"Odontológica";"Grande";"14";"14";"0,00";"0,00";"   0,07";"   0,15";"    0,15";"   0,07";"0,00";"0,00";"   0,07";"   0,07";"   0,30";"   0,24";"202208";"13/09/2022 15:15:14"
"SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA ME. (414701)";"Odontológica";"Médio";"12";"6";"0,00";"   0,36";"   0,36";"   0,36";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,17";"   0,34";"   0,51";"202208";"13/09/2022 15:15:14"
"SERVIÇO DE ASSISTÊNCIA ODONTOLÓGICA SOCIAL LTDA. (324710)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"SISDENTE - SISTEMA INTEGRADO DE SAÚDE DENTAL LTDA. (344095)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"SISTEMA INTEGRADO DE SAUDE ORAL LTDA-EPP (403865)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   3,12";"   3,06";"   3,03";"202208";"13/09/2022 15:15:14"
"SISTEMA PREVSAUDE LTDA (333239)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"SISTEMA 1 SERVIÇOS DE ASSISTÊNCIA À SAÚDE SUPLEMENTAR (418790)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"SITO - SISTEMA INTEGRADO DE TRATAMENTO ODONTOLÓGICO LTDA (402095)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"SMART DENTAL ODONTOLOGIA EIRELI - ME (420298)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"SOCIEDADE DE ASSISTÊNCIA ODONTOLOGICA DE GRUPO/RN - DENTAL MED CENTER/RN (413941)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,61";"   0,62";"   0,63";"0,00";"   0,65";"   0,66";"   0,66";"202208";"13/09/2022 15:15:14"
"SOCIODONTO PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA (416410)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"SOLIMEO ASSISTÊNCIA ODONTOLÓGICA LTDA. (415871)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"SOPREVI SERVIÇO ODONTOLÓGICO PREVENTIVO INTEGRADO LTDA (403245)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"SORRIDEN CONVÊNIOS ODONTOLÓGICOS S.A. (419524)";"Odontológica";"Médio";"12";"11";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,12";"   0,25";"   0,27";"   0,14";"202208";"13/09/2022 15:15:14"
"SUDA ODONTO PLANOS DE SAUDE LTDA (414662)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"202208";"13/09/2022 15:15:14"
"SUL AMÉRICA ODONTOLÓGICO S/A (417815)";"Odontológica";"Grande";"2";"3";"   0,35";"   0,42";"   0,41";"   0,44";"    0,50";"   0,74";"   1,04";"   1,19";"   1,17";"   0,96";"   0,75";"   0,71";"202208";"13/09/2022 15:15:14"
"TOP DOCTOR'S ODONTOLOGIA LTDA (416193)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"TOPDONTO OPERADORA DE PLANO ODONTOLÓGICO LTDA (417114)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   2,24";"   2,17";"202208";"13/09/2022 15:15:14"
"UNIDENTAL- COOPERATIVA UNIÃO DOS DENTISTAS DO ESTADO DO CEARÁ (401072)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA. (413429)";"Odontológica";"Grande";"10";"14";"   0,08";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,09";"   0,09";"   0,09";"202208";"13/09/2022 15:15:14"
"UNIFICAÇÃO DOS DENTISTAS DE ITUVERAVA LTDA (404942)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO - COOPERATIVA ODONTOLOGICA DE CARUARU E REGIÃO AGRESTE DO ESTADO DE PERNAMBUCO (414891)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO  ESPIRITO SANTO COOPERATIVA ODONTOLOGICA (370711)";"Odontológica";"Médio";"12";"11";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO ARAPIRACA COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA (403512)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO ATHENAS PAULISTA - COOPERATIVA ODONTOLÓGICA (340120)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO BAHIA SUL - COOPERATIVA ODONTOLOGICA DE ILHEUS RESPONSABILIDADE LTDA (383929)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO BEBEDOURO - COOPERATIVA ODONTOLÓGICA (327093)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,60";"   0,60";"   0,60";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO BELÉM - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA (368555)";"Odontológica";"Grande";"14";"9";"0,00";"   0,09";"   0,09";"   0,17";"    0,17";"   0,17";"   0,09";"0,00";"0,00";"   0,09";"   0,08";"   0,17";"202208";"13/09/2022 15:15:14"
"UNIODONTO COOP ODONT VALE TAQUARI E RIO PARDO LTDA (353752)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO COOPERATIVA ODONTOLÓGICA DO SERIDÓ LTDA (343919)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA (347604)";"Odontológica";"Médio";"12";"11";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,41";"   0,41";"   0,42";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE ARACAJU COOP DE TRABALHO ODONTOLOGICO (349283)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE ARAÇATUBA COOPERATIVA ODONTOLOGICA (362824)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE ARARAQUARA COOPERATIVA ODONTOLÓGICA (316997)";"Odontológica";"Médio";"12";"11";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE AVARE COOPERATIVA ODONTOLÓGICA (311669)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE BOTUCATU COOPERATIVA ODONTOLOGICA (347477)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE CACAPAVA COOPERATIVA ODONTOLOGICA (347302)";"Odontológica";"Pequeno";"1";"1";"   1,18";"   1,18";"   1,19";"0,00";"0,00";"0,00";"0,00";"   1,20";"   1,20";"   1,19";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLÓGICA (350494)";"Odontológica";"Grande";"14";"13";"0,00";"   0,02";"   0,05";"   0,05";"    0,05";"   0,05";"   0,10";"   0,07";"   0,10";"   0,10";"   0,13";"   0,10";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE CAMPO GRANDE SIST. NAC. COOP. ODONT. (347183)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE CAMPOS - COOPERATIVA ODONTOLOGICA (402516)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE CATANDUVA COOPERATIVA ODONTOLÓGICA (354686)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE FEIRA DE SANTANA - COOPERATIVA DE TRABALHO ODONTOLÓGICO DE FEIRA DE SANTANA RESP LIMITADA (400556)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE FERNANDOPOLIS COOPERATIVA ODONTOLOGICA (301647)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE FORTALEZA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA (335258)";"Odontológica";"Médio";"12";"8";"0,00";"   0,21";"   0,21";"   0,21";"0,00";"0,00";"0,00";"   0,11";"   0,11";"   0,11";"0,00";"   0,22";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE JACAREÍ - COOPERATIVA ODONTOLÓGICA DE JACAREÍ (343056)";"Odontológica";"Médio";"12";"11";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE JALES - COOPERATIVA ODONTOLÓGICA (309257)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA (361569)";"Odontológica";"Médio";"12";"11";"0,00";"0,00";"0,00";"   0,14";"    0,15";"   0,15";"0,00";"0,00";"   0,15";"   0,15";"   0,15";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA (347795)";"Odontológica";"Médio";"12";"11";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,28";"   0,28";"   0,28";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE LIMEIRA COOPERATIVA ODONTOLÓGICA (369462)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE LINS COOPERATIVA ODONTOLOGICA (344681)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA (350770)";"Odontológica";"Médio";"2";"4";"   0,49";"   0,50";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE MANAUS - COOPERATIVA ODONTOLÓGICA LTDA. (311391)";"Odontológica";"Médio";"12";"11";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA (343404)";"Odontológica";"Médio";"12";"11";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE MONTE ALTO COOPERATIVA ODONTOLOGICA (336238)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE NOVA IGUAÇU COOPERATIVA ODONTOLÓGICA (411701)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE PINDAMONHANGABA COOP ODONTOLOGICA (331104)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA (336017)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE RECIFE - COOPERATIVA ODONTOLÓGICA (305740)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   4,79";"   4,75";"   4,70";"   4,66";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE RIO BRANCO ACRE COOPERATIVA ODONTOLÓGICA LTDA. (403997)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE RIO CLARO COOPERATIVA ODONTOLOGICA (349011)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE RONDONIA COOPERATIVA LTDA. (336025)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   3,72";"   3,70";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE SALVADOR - COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA. (310107)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE SAO JOSE DO RIO PARDO - COOPERATIVA ODONTOLÓGICA (378682)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE SÃO JOSÉ DOS CAMPOS COOPERATIVA DE TRABALHO ODONTOLÓGICO (313751)";"Odontológica";"Grande";"12";"12";"   0,06";"   0,06";"   0,06";"0,00";"    0,06";"   0,06";"   0,13";"   0,06";"   0,06";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE SC COOPERATIVA ADMINISTRADORA DE CONTRATOS (342203)";"Odontológica";"Médio";"9";"10";"   0,12";"   0,12";"   0,12";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE SERTAOZINHO SP COOPERATIVA ODONTOLOGICA (373109)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE SOROCABA COOPERATIVA ODONTOLÓGICA (334243)";"Odontológica";"Médio";"12";"11";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE TAQUARITINGA COOPERATIVA ODONTOLÓGICA (350290)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE TRÊS RIOS - COOPERATIVA DE TRABALHO ODONTOLÓGICA (359726)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DE VOTUPORANGA COOPERATIVA ODONTOLOGICA (350630)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DO BRASIL CENTRAL NACIONAL DAS COOPERATIVAS ODONTÓLOGICAS (314315)";"Odontológica";"Médio";"8";"11";"   0,13";"0,00";"0,00";"0,00";"    0,13";"   0,13";"   0,13";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA (358339)";"Odontológica";"Médio";"12";"11";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
"UNIODONTO DOURADOS - COOPERATIVA ODONTOLÓGICA (313807)";"Odontológica";"Pequeno";"4";"5";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"202208";"13/09/2022 15:15:14"
